,Datetime,Tweet Id,Text,Username,sentiment,sentiment_score,Emotion,emotion_score
20263,2022-02-24 17:40:04+00:00,1496902762684157958,@maiamimi @AmericanAir @HP @Dell @exxonmobil @Sysco @Oracle @USAA  time to get moving.,Resist24for7,neutral,0.8005501627922058,anticipation,0.5822769999504089
20264,2022-02-24 17:40:00+00:00,1496902744694833160,"These Popular Tech Stocks Are Trading At A Bargain @Dell @DellCares 

https://t.co/Tncfwj9tg0",simplestockdata,positive,0.7465631365776062,joy,0.5822261571884155
20265,2022-02-24 17:34:01+00:00,1496901239216513026,"Alright Texas based corporations, time for you to start talking about taking your money out unless Abbott &amp; GOP stop their evil assault on trans children &amp; their parents.

I imagine you’re gonna want to do that ASAP before you lose a whole lot of customers. @AmericanAir @HP @Dell",maiamimi,negative,0.8575908541679382,anger,0.9848382472991943
20266,2022-02-24 17:26:14+00:00,1496899280069611525,👋 @Dell @Oracle @ATT @AmericanAir @HP 📣 speak up for equality and tell @GovAbbott anti trans laws are not okay 💪 https://t.co/GiOmmo1FzC,IndActonMa,neutral,0.5821734070777893,anger,0.9432709813117981
20267,2022-02-24 17:25:16+00:00,1496899039152906258,"If you want to email @Dell @HP @Oracle @ATT or @AmericanAir &amp; ask them to speak out on Abbott's attack on trans kids, click below:

https://t.co/dDaV50g5Rp
https://t.co/QaPXoUjM4e
https://t.co/v5w5HdpsOe
https://t.co/fVcj9ERuiA
https://t.co/nyX6KREuEW

#TransRightsAreHumanRights",Craven7Jessica,neutral,0.7245270013809204,anger,0.7901489734649658
20268,2022-02-24 17:08:55+00:00,1496894923110445056,"While we're talking about madmen w too much power, let's not forget Greg Abbott threatening to separate trans kids from their parents in TX.

Does this outrage your company as much as it does us @Dell @Oracle @ATT @AmericanAir &amp; @HP? Silence = complicity.

https://t.co/efxmRXFSTg",Craven7Jessica,negative,0.7953836917877197,anger,0.9794615507125854
20269,2022-02-24 16:42:08+00:00,1496888185619685382,Tag these companies (and others) with the hashtag #putyourmouthwhereyourmoneyis and protect our trans kids @IBM @jcpenney @Dell @SouthwestAir @Sysco https://t.co/B8EsYJ3Tq2,JeffBakerDraws,neutral,0.649939775466919,optimism,0.8001853823661804
20270,2022-02-24 16:40:02+00:00,1496887656654983175,"Looking for a good #webhosting server? Read why @Dell #PowerEdge R630 is the answer for 2022.

https://t.co/6wzGHa7MmT

#enterprisetech #serverhosting #servers #r630 #budgetfriendlyserver https://t.co/aQTSOeDVYX",TheServerStore1,positive,0.6557441353797913,anticipation,0.7976909875869751
20271,2022-02-24 16:34:50+00:00,1496886346694094849,"Years of being a loyal @Dell customer to only be treated as less than. Long story short I'm STILL trying to get my laptop fixed, hell even a refund would do. It was working before I sent it to @Dell support and now it definitely is not. #FixItNow",NikyNik1129,negative,0.8932725191116333,anger,0.958063542842865
20272,2022-02-24 16:22:48+00:00,1496883318482214924,I’ve been in the IT profession for over 15yrs and I can honestly say that the @Dell Inspiron 15 3000 is the worst computer that has ever sat on my desk!,Cvergrl,negative,0.897274911403656,disgust,0.9691239595413208
20273,2022-02-24 16:01:34+00:00,1496877975618441216,"▶️ Live in 1 Hour!

Choosing the right CPU for your #HCI environment is crucial. Discover how @AMD #EPYC processors powering HCI solutions from @Dell enable exceptional performance, security, and flexibility. 

Click to join the webinar 👉👉👉 https://t.co/tvvzZ7nQ36 https://t.co/lkm32RL71c",ryansagare,positive,0.8007259368896484,joy,0.9092254638671875
20274,2022-02-24 15:43:29+00:00,1496873422202327048,I've been waiting on a refund from @Dell for an item that has been out of my possession for over a month. Buy elsewhere.,slippery_saint,negative,0.9166179895401001,anger,0.9622560739517212
20275,2022-02-24 15:18:00+00:00,1496867012848455682,"How are #SMB reshaping #workplace and #workforce practices--and how technology factors into their plans: SMB Directions for the Future of Work free eBook from @smbgroup, sponsored by @Acumatica @Dell @Workday https://t.co/Aw1KNVzrDf https://t.co/CzSOUwSzHn",lauriemccabe,neutral,0.566804826259613,anticipation,0.7659980654716492
20276,2022-02-24 15:17:38+00:00,1496866918019387393,@_zackforbes_ @Dell @DellCares @DellOutlet @MichaelDell @ConsumerCom @jagograhakjago @Consumer2Court @consumer_court Deeply hurt by the harassment my friend had to face. @Dell act on it fast.,KartikP01247253,negative,0.8598619103431702,anger,0.9350418448448181
20277,2022-02-24 15:00:01+00:00,1496862485198131203,.@medacist empowers healthcare providers to gain drug diversion insight and keep patients and hospitals safe with data analytics and AI enabled by @Dell #PowerEdge servers and #PowerScale storage: https://t.co/19lA7GMni8 #TransformHIT #HIMSS22 https://t.co/YXQRkgn5JY,DellTechHealth,positive,0.5829094648361206,anticipation,0.7518336772918701
20278,2022-02-24 14:42:33+00:00,1496858091601952773,"I sure do hope that large corporations headquartered in Texas, such as @ATT @AmericanAir @HP @Sysco and @Dell (among many others) will not stand for this inhumane anti-LGBT order. I wonder if any of them will make a statement against this INSANE order. https://t.co/lOhFDlTjxg",copper_wasp_,negative,0.8808744549751282,anger,0.9424268007278442
20279,2022-02-24 14:37:45+00:00,1496856881964503047,Companies that have a large presence in TX and FL should be standing up to the various anti-LGBTQA+ bills being passed and protecting their employees. Looking at @Disney @NBCUniversal @Apple @Tesla @amazon @ATT @Dell @AmericanAir @SouthwestAir,noahbefeler,neutral,0.5317316651344299,anger,0.7578629851341248
20280,2022-02-24 14:19:03+00:00,1496852177570385921,Last month I registered a complaint regarding repair of my laptop to Dell technical support team. But there is no further improvements related to this...@Dell @DellOutlet @Dell_IN,YesudasanPm,negative,0.7952857613563538,anger,0.9354422092437744
20281,2022-02-24 14:17:28+00:00,1496851778813542409,"@Jossiieeeeee @Ms_Onoja @Dell I am so sorry, I wish we would have had better news. This is the current situation. We are working through this process. It is just going to take time to get through the 100% verification process because of the fake receipts some customers tendered.",shipheroshe,negative,0.8498392105102539,sadness,0.9532595872879028
20282,2022-02-24 14:11:23+00:00,1496850244776116224,"The Security Algorithms and Methods (SAM) TC members submitted the SAM Threshold Sharing Schemes V1.0 to OASIS members in a call for consent for OASIS #Standard. 

Thank you to TC Sponsors @Cryptsoft, @Dell, and @HPE!

https://t.co/1yZFANWIEl",OASISopen,neutral,0.6800737380981445,joy,0.819155216217041
20283,2022-02-24 14:08:11+00:00,1496849440233390086,@Dell Within couple of days my dell laptop  touchpad stops working and overheating too.. https://t.co/GKu7urXO4S,ImMani_Shankar,negative,0.8766044974327087,sadness,0.8368988037109375
20284,2022-02-24 14:03:01+00:00,1496848141643038723,❗ Don't miss this! ❗ We're so excited to announce @Dell SVP and CTO @ihabtarazi as one of our keynote speakers this year at #DataCenterWorld. Learn more about our keynote speakers and what to expect this year: https://t.co/IUjQBOt5zR @datacenter @afcom #Datacenter #AFCOM,DataCenterWorld,positive,0.9849175810813904,joy,0.9543632864952087
20285,2022-02-24 13:53:03+00:00,1496845632702754817,If you truly stand with us and not just one month out of the year NOW would be the time to put your money where your mouth is and speak out against this and @GovAbbott ! @Dell @ATT @Oracle @SouthwestAir @AmericanAir #TransRightsAreHumanRights #TransLivesMatter https://t.co/ZxrtTS8ZHj,DanielDavidCamp,neutral,0.47807952761650085,optimism,0.8691858053207397
20286,2022-02-24 13:52:05+00:00,1496845390708195330,Pull the other one your not from @Dell however if dell want really want me to advertise the new xps laptop on my youtube channel I'm game @DellUK https://t.co/sYcyigsVNL,ShiatsuShane,neutral,0.6707606911659241,anticipation,0.7457243800163269
20287,2022-02-24 13:23:56+00:00,1496838304758747141,"@pizzahut, @ATT, @Dell, @AmericanAir as Texas based corporations, what are you doing to voice &amp; enact opposition to Gov. @GregAbbott_TX &amp; his evil actions against trans kids &amp; their families? His vile behavior &amp; your silence will have negative economic impact. #protecttranskids",rrwolf1989,negative,0.8459987640380859,anger,0.9807320237159729
20288,2022-02-24 13:12:40+00:00,1496835470205939714,"Hello @Dell and monitor users (e.g. U3821DW): How can I make the USB input switch along the display input, so that I can wake up the connected device using my keyboard? If the display is in power-safe mode, the USB signals are sent to the wrong device.",c_otto83,neutral,0.8378585577011108,disgust,0.6127851009368896
20289,2022-02-24 12:23:03+00:00,1496822984778162177,"@slpng_giants @GmaPeace2 @ATT @Dell @Oracle @HP @AmericanAir “Governor” Abbot has, in writing, declared he’s a Sociopath. He’s incapable of “leading” ANYTHING!",SpartanPic70,negative,0.8866022825241089,anger,0.9654068350791931
20290,2022-02-24 12:22:33+00:00,1496822858768691200,"So @dell just took 11 days to validate the warranty on a failing monitor I bought directly from them, which included me taking a picture of the serial number with a hand written note with my name and date beside.  @MichaelDell this is how Dell works in 2022?",potsey_weber,negative,0.7793565392494202,anger,0.9701158404350281
20291,2022-02-24 12:12:14+00:00,1496820262834032641,Thanks @Dell for providing such a good service. Replaced my screen within 3 days of complaint. The customer service is so awesome. They call back from their end to ensure the case is done well.,sushant_kr_iit,positive,0.9668093323707581,anger,0.8843139410018921
20292,2022-02-24 11:16:38+00:00,1496806266957869059,"Consumer is saying, he got a lot of issues with laptop &amp; took it a nearby #Dellservicecentre &amp; they replaced the motherboard &amp; hard drive but getting the same problem again and again, and find defective laptop given by #Dell, complaint filed against @Dell

https://t.co/CFgE0roYPh https://t.co/XSHLjzNSaS",voxya_,negative,0.8288883566856384,anger,0.9339497685432434
20293,2022-02-24 11:16:10+00:00,1496806149705715713,"@Lenovo_in @Dell @HP @Lenovo

LENOVO sucks !!!

It's been more than 2 months and my problem has not been resolved. Their technitian has ruined my laptop and my career. Worst company ever. If you can't give/repair my laptop, please refund the complete amount.",Sehra3Rashi,negative,0.9390509724617004,anger,0.9769734740257263
20294,2022-02-24 10:21:33+00:00,1496792408746463234,"@HPSupport @HP @Dell HP laptop service is very bad, how many times I have messaged till now but still no response is coming.i bought hp laptop 1 month ago now camera problem is coming.",Manojku30702389,negative,0.9268092513084412,anger,0.9650171995162964
20295,2022-02-24 10:20:13+00:00,1496792072681967617,"@Dell_IN @DellCares @Dell 
If your sales team cannot submit the invoice to your offer team, plz send d copy of invoice to my registered e mail id. it's a classic case where your left hand doesn't know what right hand needs. I don't know how u r functioning with such incompetence? https://t.co/LhH5xij04E",sanju_dvm,negative,0.8508915305137634,anger,0.9746522903442383
20296,2022-02-24 10:02:47+00:00,1496787684882223108,"@ArtisSaher @Dell It's easy ,just press alt+shift and tap 3 times behind the screen ,",MohdYas777,neutral,0.5340423583984375,anticipation,0.5184630155563354
20297,2022-02-24 09:41:42+00:00,1496782380085833731,@Ms_Onoja @shipheroshe @Dell Ahhh Omo @shipheroshe what's up with this now,Jossiieeeeee,neutral,0.6840578317642212,disgust,0.5855991840362549
20298,2022-02-24 09:39:00+00:00,1496781700109537280,"Waiting and waiting......
Pathetic customer care service of @Dell I experienced. https://t.co/eqdEswFein",Abhishek24191,negative,0.8793880343437195,anger,0.9802334904670715
20299,2022-02-24 09:15:51+00:00,1496775874187862017,"More #ORAN collaborations. More virtual management, dashboards, analytics &amp; interoperability in the future. @Dell @MarvellTech #5G.

Now only if enterprise 5G &amp; #IoT pick-up pace. (Use cases!???) https://t.co/njynERTYns",FsInnovate,positive,0.8072006702423096,joy,0.8057577610015869
20300,2022-02-24 09:08:52+00:00,1496774114836553733,"@Dell @DellCares @DellOutlet @MichaelDell @ConsumerCom @jagograhakjago @Consumer2Court @consumer_court 
I want my replacement laptop right now and the compensation amount of Rs.75000 for all the mental problems i have been through because of you and all the work time i lost.",_zackforbes_,negative,0.7200559973716736,sadness,0.9461307525634766
20301,2022-02-24 08:39:16+00:00,1496766666545401863,Why is a laptop charger worth INR 1200-1300 being sold for INR 3000 in @Dell's service centers?,JaidevJamwal,negative,0.5583598613739014,disgust,0.8690927028656006
20302,2022-02-24 08:29:00+00:00,1496764080677597190,"RT @VMLYR: Yup, that’s “I Will Always Be Me,” our latest with @mndassoc, @Dell and @intel sitting at No. 1⃣ of @adage's Top 5 creative campaigns you need to know about now. https://t.co/YMzlHJBCNk",advideostrategy,positive,0.7038879990577698,joy,0.8492223024368286
20303,2022-02-24 07:50:06+00:00,1496754295047217155,"@Dell SOUTH AFRICA 
Cannot get hold of your customer care lines!! Neither us your online support available!!!",Dashcampros,negative,0.9256417751312256,anger,0.9751313924789429
20304,2022-02-24 06:03:51+00:00,1496727554379575297,"After @Windows 11 latest update in @Dell INSP.15 5510 _ function keys, volume, britnes ...row do malfunction. Any solution?",rajaviswanatha,negative,0.672275185585022,disgust,0.7419241070747375
20305,2022-02-24 06:03:18+00:00,1496727417230348291,"@TalentworldA @discountsdeck @HPIndia @Dell @Lenovo_in @HP 👍
They are avoiding answers on this 
1. How does HP declare if a product is defective or not? 
2. What is MTTF for keys/ key board of laptop
3. What’s is HPs policy to identify &amp; address complaints on defective product
4 what is the official email to raise an escalation",RebelloAnil,neutral,0.5730590224266052,anger,0.941175103187561
20306,2022-02-24 05:55:57+00:00,1496725566258814977,"@Dell If your laptop is frozen, don't worry, just call TechGuy (;",TechGuy_Service,neutral,0.5236308574676514,optimism,0.7867576479911804
20307,2022-02-24 05:25:48+00:00,1496717977177128961,"@schaheid A dire need to develop laptop and computing equipment manufacturing in Pakistan to support the freelancer and startup communities.
@Dell @Acer @ASUS @HPUK",tabascoaddict,neutral,0.6661170125007629,anticipation,0.8082087635993958
20308,2022-02-24 04:46:42+00:00,1496708138573119490,@TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @FansofLivePd  @Dell @CountryMusic  @_KennyRogers  @ScienceNews @StarTrek do you think troops will be needed in ukraine from usa at somepoint,johnphillips34,neutral,0.9360173344612122,anticipation,0.7586730718612671
20309,2022-02-24 04:04:23+00:00,1496697488446836739,Unboxed a @dell #dellxps with 11th gen I7 11700 tonight https://t.co/ngBi0eHWCR,shiny_tech,neutral,0.8569150567054749,anticipation,0.5794526934623718
20310,2022-02-24 04:03:13+00:00,1496697195395174405,@Dell Just as powerful and dynamic as our repair services (;,TechGuy_Service,positive,0.9663106799125671,optimism,0.745686948299408
20311,2022-02-24 03:39:49+00:00,1496691308110381062,"@Mimcubus I suggest everyone hit them where it hurts and stop supporting Texas based companies Texas Instruments, @WasteManagement, @AmericanAir, Kimberly-Clark, @HP, @USAA, @Oracle, @Sysco, @Dell, @ATT",Jwoozi,negative,0.7891424298286438,anger,0.9775456786155701
20312,2022-02-24 03:39:30+00:00,1496691226514395139,"@Dell @ATT @WholeFoods @Fritolay @pizzahut 

You can't just stand by and say nothing. Your silence isn't just deafening, it's causing suffering. You have power... wield it. https://t.co/3bHVoZEGTd",NaviNabob,negative,0.8517414331436157,anger,0.9250897169113159
20313,2022-02-24 03:37:34+00:00,1496690741049016321,@skycule_ @Dell I have no complaints at all.,EBROOM2016,positive,0.8601085543632507,optimism,0.4876587390899658
20314,2022-02-24 03:16:45+00:00,1496685501117468673,@Dell Long time customer here &amp; mom 2 a trans kid. TX Gov Abbott told Family Services 2 remove trans kids from their homes &amp; put them in foster care. It causes psychological harm to kids. It’s happening in ur home state. I implore you to speak out against this abuse of power. Pls,SeriouslyColl,negative,0.7917014360427856,disgust,0.8998762965202332
20315,2022-02-24 03:10:18+00:00,1496683878743904256,"@vdalph @Dell  this is worst service center, they took laptop for general service and gave back without doing anything and charged ₹1000",swat254,negative,0.9356419444084167,anger,0.9841129183769226
20316,2022-02-24 03:07:55+00:00,1496683279553945600,@slpng_giants @AmericanAir @ATT @Oracle @HP @SouthwestAir Add @Dell to that,TylerQinUtah,neutral,0.7172605991363525,anger,0.594275712966919
20317,2022-02-24 03:06:45+00:00,1496682985458143232,"@Dell Never buy from you , bcz I’m regretting while bought your product",AKHILBI23053154,negative,0.9380021095275879,sadness,0.9230124950408936
20318,2022-02-24 03:03:55+00:00,1496682270790283269,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir Or the tech billionaires who moved there to escape taxes but continue to pretend they care about basic human rights….,BSidesNarrative,negative,0.5272778868675232,anger,0.9813253879547119
20319,2022-02-24 02:35:43+00:00,1496675176158834693,"@PiperPerabo @ATT @HP @Dell @Oracle @AmericanAir are 5 big corporations headquartered in Texas, all with a history of crowing about their support for LGBTQ issues. Here is a list of receipts for what they say they do, and the corporate donations a couple of them make.

https://t.co/X1Q6MmqYux",FigmentPudding,neutral,0.6542106866836548,anger,0.6191154718399048
20320,2022-02-24 02:28:03+00:00,1496673248569966597,"Hey @Dell, your website is broken too. I need to send you an email but it doesn’t work.",Trike,negative,0.9387181401252747,anger,0.9543015360832214
20321,2022-02-24 02:27:03+00:00,1496672996014149633,"But of course Microsoft support can’t help. Sent me to @Dell but they’re closed. I swear to god, why do I ever bother to upgrade windows? Every fucking time it breaks my computer. Such a goddamn pain in the ass.",Trike,negative,0.9624735713005066,anger,0.9833248853683472
20322,2022-02-24 01:35:53+00:00,1496660117680361472,"#farktp @GregAbbott_TX for trying to destroy families

Boycott:
 @ATT @Dell @AmericanAir  @Oracle @Tesla @pizzahut 

 https://t.co/IxuFmZAxMk

https://t.co/TLvvrxoxvb",5es_ch,negative,0.869612455368042,anger,0.9736160635948181
20323,2022-02-24 01:28:13+00:00,1496658188216766467,@ErinInTheMorn So @Dell @ATT @Oracle are anti-trans it seems.,Cosmic_Forest87,negative,0.8170865774154663,anger,0.8108713626861572
20324,2022-02-24 01:19:34+00:00,1496656012375465987,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir It’s never been about freedoms. Those are only for certain people. The MINORITY Christofascist White Nationalists have a plan and Texas is the test case. If they get away with it there…we can all expect the same…and worse. Whose next?,NotABlindTrust,negative,0.824670135974884,anger,0.9340146780014038
20325,2022-02-24 01:18:00+00:00,1496655619603922946,So do #BIGTECH cos @AMD @amazon @Apple @Cisco @eBay @Facebook @Google @IBM @indeed @intel @PayPal @siliconlabs @Oracle @VMware @Dell @procoretech plan to stay as CRICKETS-QUIET about Greg Abbott &amp; Texas’s latest assault on individual /human rights? Where are the corp consciences? https://t.co/9PZvDcGjnV,samo_rocky,neutral,0.6425584554672241,anger,0.9285668730735779
20326,2022-02-24 01:09:36+00:00,1496653502839279616,"Long awaited entry of #Cloud giants into the #5G #OpenRAN ecosystem has begun. it was 
@HPE  with @Qualcomm &amp; now followed by 
@Dell with @MarvellTech
 
https://t.co/4heKykcQYU 

@DennisHoffman_ $hpe $qcom $dell $qcom $mrvl #vRAN @TelecomInfraP @ONF_SDN",MyTechMusings,positive,0.7324419617652893,anticipation,0.7631369829177856
20327,2022-02-24 01:04:47+00:00,1496652290123448321,@ATT @HP @Dell @Oracle @AmericanAir the governor of TX has decided to go on a crusade against trans youth and their families. Get ready for boycotts. Consider flexing your corporate power against this morally bankrupt governor,MariaCoatney,negative,0.8934909105300903,anger,0.9840279221534729
20328,2022-02-24 00:59:10+00:00,1496650880044601345,@slpng_giants @tbluvoter @ATT @Dell @Oracle @HP @AmericanAir Pretty sure @ATT is fucking fine with it.  They've shown exactly who they are over and over and over and over.,funksands,negative,0.8130157589912415,anger,0.9863986372947693
20329,2022-02-24 00:52:46+00:00,1496649269389975555,@slpng_giants @Saintsfan5348 @ATT @Dell @Oracle @HP @AmericanAir Gregg Abbott was caught charging $9000 a kWh for power and letting people freeze to death in their beds AND new…hunting down trans children and their parents. Putting a bounty on women considering an abortion. What is the line?  NEVRRR will I step foot in Texas till he is gone.,NotABlindTrust,negative,0.8526808023452759,anger,0.9669016003608704
20330,2022-02-24 00:42:57+00:00,1496646798286340100,@slpng_giants @Saintsfan5348 @ATT @Dell @Oracle @HP @AmericanAir Name ALL the corporations in TX.,lflorepolitics,neutral,0.5239676237106323,disgust,0.3741726577281952
20331,2022-02-24 00:42:26+00:00,1496646669382918148,Why did Joel Embiid and Ben Simmons clash with #Sixers?? Check out my show @esportsXTRAshow on TV every Sat &amp; Sun 4pm ET on @BNCNews Streaming on @BNCGO @Jay_Alford13 @__bbell @AWilliamsHoops @Boredy_Mcbored @Dell @RapSnacksNow @Zipchair @ZipchairGaming @BALENCIAGA #esports #nba https://t.co/YQfBOG995R,mrlarryridley,neutral,0.9298955202102661,anticipation,0.7465088963508606
20332,2022-02-24 00:37:25+00:00,1496645404703838211,#China calls #US #immoral let’s show them how immoral we are and shut them down @apple @hp @dell @microsoft any one else I will look where your #product comes from and vote with my #dollar #no #shut #china #down  do not hide behind #designed in the US,ecohazard,negative,0.7993990778923035,anger,0.9807112812995911
20333,2022-02-24 00:35:52+00:00,1496645016764108800,Is that what @Dell supports? #Disgusting #BoycottTexas https://t.co/AmvfZkUMOe,BertieCamps,negative,0.9345255494117737,anger,0.982530415058136
20334,2022-02-24 00:13:05+00:00,1496639280361328640,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir The hate is truly staggering.,rcdlv1,negative,0.920601487159729,anger,0.9832204580307007
20335,2022-02-24 00:09:04+00:00,1496638270603776003,"Not happy about it but I bought a new laptop. Thanks a lot to @FedEx for putting my repaired laptop delivery in view of the road so someone could steal it, @Dell for not requiring a signature for a laptop delivery &amp; to the criminal who stole my laptop. I'm out so much money now.",ShannonVxLovex,negative,0.4601815938949585,anger,0.8645806312561035
20336,2022-02-24 00:05:21+00:00,1496637336733507585,Let’s boycott companies HQ’d in Texas until they stand up to Abbott’s hate. @ATT @exxonmobil @Dell @USAA @Sysco @McKesson @Oracle,tchrmel,negative,0.8690940737724304,anger,0.9829095602035522
20337,2022-02-23 23:54:51+00:00,1496634692954570753,"@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir Hmmm, talk about child abuse! Perhaps I missed the part where Abbot makes ""conversion therapy"" illegal? Flatly, this is just a vile, vicious, inhuman, despicable attempt to harm teachers, parents &amp; actually harm children! @ACLUTx is hopefully on this, along with other attys. 😠",Yaniela,negative,0.9260673522949219,anger,0.9846836924552917
20338,2022-02-23 23:48:21+00:00,1496633056953868296,"@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir Isn’t it now common that all corporations fund these candidates and these bills? Corporations aren’t people, have no feelings, and don’t get colonoscopies.",gydyup,negative,0.7551500201225281,anger,0.975385308265686
20339,2022-02-23 23:46:55+00:00,1496632695346155524,"@Dell Hi, you should definitely encourage your governor to stop this assault on trans children and their parents because I cannot in good conscience do business with any company out of Texas while this is occurring",roninkakuhito,negative,0.899336040019989,anger,0.9609889388084412
20340,2022-02-23 23:44:23+00:00,1496632059430899719,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir @Apple you have an Austin headquarters. How do you feel about this?,Br4nd1Br0wn,neutral,0.6766839027404785,anticipation,0.7535810470581055
20341,2022-02-23 23:42:23+00:00,1496631555950796800,I'm nearing my 17 year anniversary with @Dell (including the temp hiring agency that gave me the chance of a lifetime). I've had a great time and thank you to my friends and co-workers! Thanks so much and I'm excited about the future! #thanksteam #Iwork4Dell,h00sier_DZ,positive,0.9910163879394531,joy,0.9924764037132263
20342,2022-02-23 23:36:48+00:00,1496630149206327298,2) these are some major Texas based businesses that we can boycott until Greg Abbott stops his attack on trans kids and their families @Dell @SouthwestAir @exxonmobil @ATT @AmericanAir @FedEx @Fritolay @GameStop @jcpenney,ObiJonKenobi2,negative,0.8181037306785583,anger,0.9828363060951233
20343,2022-02-23 23:30:10+00:00,1496628479219044352,@slpng_giants @hinathan @ATT @Dell @Oracle @HP @AmericanAir Hmm... We skipped considering #tesla as a viable new car.  Perhaps it is time cancel my #AmericanAirlines card and frequent flyer? I do get to chose where to spend my money.,charles_merriam,negative,0.5279253125190735,disgust,0.6053233742713928
20344,2022-02-23 23:29:03+00:00,1496628199882637320,@MeanOleMarge @AmericanAir @Dell @HP @ATT @Oracle Ok Marge,Atypical_Aly,neutral,0.7673109173774719,anticipation,0.27125218510627747
20345,2022-02-23 23:20:08+00:00,1496625954873126918,"@migueldeicaza Love your passion, but Texas trans families deserve rights too. Relocation only helps the shithead. Instead boycott Texas! @exxonmobil, @ATT, @Dell, @USAA, @Sysco, @conocophillips, @SouthwestAir, @Oracle, @7eleven, @WholeFoods",chrisalef,negative,0.7126240730285645,anger,0.9631020426750183
20346,2022-02-23 23:15:02+00:00,1496624672410312704,"@Dell Inspiron 3471
Service Tag: 1K1GB33 . This system has bought for my work but issue due to the 4GB, Dell tech came and upgrade RAM to 8GB based on my request. then CPU perfom started and still continue. Waited for the technician for last 1 month and now my warranty expired.",rijuth,negative,0.7106590270996094,anger,0.9555940628051758
20347,2022-02-23 23:08:44+00:00,1496623087865180161,"@linuxquestions @Dell Sorry Jeremy, im just seeing this now.  Ill share it with the team.  Thanks!! :)",barton808,positive,0.8091495633125305,joy,0.9718099236488342
20348,2022-02-23 23:04:02+00:00,1496621905213804559,"@ATT
@Dell
@Oracle
@HP
@AmericanAir
Speak up for trans kids and their families NOW https://t.co/bJpGb0dfml",KarenKohlhaas,negative,0.6548202037811279,anger,0.48294657468795776
20349,2022-02-23 23:03:21+00:00,1496621734136528899,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir @MintMilana as the spokesperson for @att where do you stand?,sharon_ringel,neutral,0.8154526352882385,anticipation,0.4600239098072052
20350,2022-02-23 22:56:52+00:00,1496620099989426178,@Haloette @Dell Hahaha him being rude probably made you be overly nice. Then you were just like fuhhhhhhuckkkk this. Later bish,PatSpankem,negative,0.6737152934074402,joy,0.9145660996437073
20351,2022-02-23 22:55:56+00:00,1496619866014502916,@slpng_giants @ATT @Dell @Oracle @HP @AmericanAir Hey @Apple… still moving to Texas?,lyricismist,neutral,0.8729169368743896,disgust,0.5372681021690369
20352,2022-02-23 22:55:17+00:00,1496619701450854401,"@PatSpankem @Dell He was rude right when he answered the phone haha, and i was being nice. :(",Haloette,negative,0.8777596950531006,anger,0.9282610416412354
20353,2022-02-23 22:52:55+00:00,1496619105238978561,@Haloette @Dell So this is hour anime arch nemesis’s are made. Starts with a phone call for a PC return that turns in to horrible customer service. Hopefully you get an auto generated survey to rate his customer service. Frickin’ Chad is getting all 1s,PatSpankem,negative,0.9348697662353516,anger,0.986996054649353
20354,2022-02-23 22:52:37+00:00,1496619030249033729,"@PatSpankem @Dell OH and by the way, my new PC is having the same issues already lol -_- A tech guy is coming in a couple days or something. 😭",Haloette,negative,0.8892752528190613,sadness,0.8464382886886597
20355,2022-02-23 22:50:51+00:00,1496618586793598977,"@PatSpankem @Dell did you get it yet, did you get it yet. I'm like no, not yet haha. Then he was like WELL IVE SENT IT TWO TIMES NOW. im like, i dont know what to tell you i haven't got it yet. Then he said, well if you dont get it tomorrow or in a couple hours, call back..
so i hung up on him -_-",Haloette,neutral,0.5135828256607056,joy,0.5666540265083313
20356,2022-02-23 22:49:12+00:00,1496618172945813507,@PatSpankem @Dell I called to get a return label for my PC cause i received the REPLACEMENT one the other day. Dude said on the phone he'll send two e-mails right now (after already having attitude).. i said ok i got the first one.. and then we were just waiting for the second... he kept asking,Haloette,neutral,0.7079498171806335,anger,0.9626889824867249
20357,2022-02-23 22:48:26+00:00,1496617980121260032,@Atypical_Aly @AmericanAir @Dell @HP @ATT @Oracle Considering there isn't such a thing as a Trans Child I don't see what the big deal is.,MeanOleMarge,negative,0.7148374319076538,disgust,0.5969362854957581
20358,2022-02-23 22:45:45+00:00,1496617304011857920,@Haloette @Dell Completely unprovoked right? Did you tell him his products are low tier and an early 2000s fad. Hit him where it hurts,PatSpankem,negative,0.8642660975456238,anger,0.9799184799194336
20359,2022-02-23 22:44:03+00:00,1496616876213997574,"@Leonorcita2 @slpng_giants @ATT @Dell @Oracle @HP @AmericanAir Are you kidding?!? We protest the shit out of things. Reproductive rights, voting rights, education, racism, immigration, LGBTQI rights, etc. The list is endless in this freaking state. But, the fact is, we’re blue voices in the middle of a red-run state. It’s exhausting.",EvansExecEducGr,negative,0.8371185064315796,anger,0.9836740493774414
20360,2022-02-23 22:42:14+00:00,1496616416149078018,not the @Dell customer service guy giving me attitude..,Haloette,negative,0.8728954195976257,anger,0.9830843806266785
